ADSK,ANTM,AZPN,CACC,CHDN,CHE,CI,COO,DENN,FDEF,FICO,FIS,FIX,HELE,HIFS,ICUI,IHC,INTU,IT,JKHY,KAI,KWR,LFUS,LII,LION,LOW,MCO,MLAB,MMSI,MOH,MSFT,MTD,MTN,NSP,OLBK,OMCL,ORLY,PRSC,RDI,RHT,RMD,SBAC,SCHW,SCI,SHEN,SHW,STE,TDY,TFX,TMO,TSS,ULTI,UNH,USPH,VLO,VRSN,ZBRA
0.01913066309462849,0.02722547572940927,0.007918227063785598,-0.0026667798406066917,0.0028153193166692066,-0.0033980621981182573,0.013265430959141728,0.016658358767247524,0.009122158831898746,0.0032956151380649223,0.007239817882924324,0.0173759551791903,-0.0004887299971975525,-0.0023590061936711116,-0.010587613209393021,-0.004957527012093549,0.018481232440154732,0.013874506086848024,0.012851569771808563,0.011613582988900754,0.03241616734493019,0.01617316452433553,0.012476154066359327,0.0066735673010278225,-0.0070437790882241025,0.008322897521359948,0.021568388164952927,-0.00015378262454666098,0.01804585978871795,0.009303828606595219,0.013078520502627412,0.01114479897239825,0.0009513786982903641,-0.02383456861911573,0.0036036128293310734,0.03426596624449678,-0.007858851723139881,0.015705225601090004,-0.0010047892654984371,0.008612234697718681,0.0040291478572248235,0.014154607038646329,0.023267369974332305,0.006631207906091103,0.002603478711210283,0.008266255431825945,0.008993706309177094,0.02611158773590746,0.01644442936229192,0.01805542281087024,0.014339842391056139,0.003235508638738679,0.013573079905541779,-0.009847623026639333,-0.002618944264275179,0.007979444513808366,0.01553057364215647
0.02722547572940927,0.061647703025361274,-0.019889391941106643,0.012338782790031817,0.01704408727043237,0.009363817593140991,0.04113199196585401,0.010838390226677938,0.00459352426271949,-0.0015029230917414406,0.014396434360106502,0.016021986067639882,0.013826451167823748,0.019552887560406147,-0.02805766996619919,-0.005218605257015342,0.013657195872353072,0.02007430196444241,0.01748800553124661,0.022266310584946995,0.03703498821985199,-0.006417445382076479,0.0032590951257634834,0.0055499732679360906,-0.01886097229524701,0.020009065032531945,0.035056292990814204,-0.009397709190127536,0.02107505815454421,0.029234961194751143,0.03094668134121427,0.016656402844681114,0.007840534489243253,-0.053998762237441406,-0.011363894501568095,0.06274477746127688,0.0007591479073752033,0.050099643968879684,-0.0029884575431062864,0.025408960131364344,-0.01365839032538849,0.012933716574160831,0.03458744632695325,0.012869357296939771,0.022940259731498866,0.006524081524009765,0.028917136482073294,0.02496886510883212,0.029037522978927966,0.027257132669116394,0.042327018078333944,0.006281045168647145,0.024941874739732153,-0.025032457909373324,-0.0012250854947759493,0.03428212936116018,0.01925466076395506
0.007918227063785598,-0.019889391941106643,0.0665899675436579,-0.006476404190202793,0.0020196597358216723,-0.024152156892962184,0.0008372150222668839,0.01679698557587425,0.009200606601418995,0.01541160151996299,0.008437752603723444,0.029000074454468908,0.01598639839205597,-0.02408494968285478,0.02527713221734433,-0.007189660972730496,0.027274616520156007,0.0014395800009208886,0.019604300011236246,0.014932217816921382,0.03684575222024282,0.043710273660125795,0.04350712392442225,0.03161475255333119,0.045169466723701875,-0.003515899814206679,0.017155186858578253,0.026875984288615644,0.003873131412130297,-0.03326772508686074,-0.00892446967952091,0.00477395267394259,0.003908548641713153,0.02087911142310038,0.027307564873204453,-0.0011339477641651825,-0.022866519545713383,-0.02282865066621599,-0.014392513292091335,-0.024540040894921303,0.021565228263346302,0.01837739068807217,0.03298573414047089,0.001415656852130149,-0.0025953257258885956,0.0056554587641397345,-0.017807425073727005,0.026969728733888036,0.0008115318390087855,0.027584278855610926,0.0014648341006547106,0.02978209041692592,-0.0046120469608835115,0.012577522007902419,0.028989010601369578,-0.0023177062181536806,-0.0067975100195861535
-0.0026667798406066917,0.012338782790031817,-0.006476404190202793,0.0418703514279522,0.03915388003144778,0.021414176530296113,0.03850485614124643,-0.025870630785226535,-0.03323249852789391,-0.018229893409653433,0.007814628831013033,-0.009881819393176314,0.04386556286649771,0.014844892547785767,-0.004259636024099379,0.01260502015521601,-0.007054318265589872,-0.00177868283709135,-0.00036033503594439095,0.016491693263027914,0.00318932749546801,-0.038313649727600985,-0.0004382700548437322,0.013898450511504318,0.008911734118114554,0.0033321887421502478,0.01570476298228997,-0.004012067369966777,0.003612801711187083,-0.001116356470213104,0.008636295094676755,0.006302740543833679,0.014718536164226713,-0.012410890508311255,-0.008916513261727738,-0.002673765839395492,-0.01673514080939653,0.027253621228660558,-0.038231319924574014,0.026432453790278136,-0.010319508570315453,0.006470104877805461,0.004091462399815483,0.0042631417233691005,0.026893448057101726,-0.001528108485675071,0.007733530092672977,-0.010575361694778799,0.010961849372129295,0.010512973581587533,0.046065466221281055,0.023786599600018513,-0.004092314188940789,-0.011748291171765563,0.03564808842461973,0.04868930656567218,-0.029816616103384014
0.0028153193166692066,0.01704408727043237,0.0020196597358216723,0.03915388003144778,0.04308319488897025,0.022508458653186077,0.04709577595670445,-0.01573738424440132,-0.027220835218129284,-0.007936273730767586,0.009216338985524295,0.0010807955197394705,0.04475923573178351,0.006472268115686412,0.0016538561204613232,0.01748175487307213,-0.002318429355976887,0.0008530648639729652,0.0093666348778998,0.021347992925279825,0.023487112660260535,-0.02605269747485817,0.016013589558108443,0.0242516036253172,0.011959278199655077,0.013159057162071261,0.031459133187600644,-0.014805022347152547,0.005832067133743351,-0.005418383982148716,0.010252082426958924,0.01857227628270925,0.020593768286505304,-0.027622274869220774,-0.006606281021659924,0.0027041477769250066,-0.025008844918460536,0.0345343577532722,-0.024087909240025122,0.021807088940677597,-0.004857176710151753,0.021773900351646322,0.022124545001385908,0.010443089760152839,0.02533371035130745,0.015025978361015623,0.008596504598918293,0.0007770357216622225,0.019674572687812475,0.018951531483292868,0.05015940418183674,0.02773673200947393,0.0016302305383890893,-0.015987972040808554,0.04755786652659319,0.04329954837522643,-0.03141180717145373
-0.0033980621981182573,0.009363817593140991,-0.024152156892962184,0.021414176530296113,0.022508458653186077,0.02912692223870488,0.019957137340073254,-0.010860317112374354,-0.020514933099973286,-0.012554381452260416,-0.006170642218033683,-0.01298210557736169,0.0034997152018945016,0.001655859369930953,-0.011918065878297766,0.020811440354742448,-0.014650068174737784,-0.000209588411955667,-0.004890974419705301,-0.0015375776484944875,-0.0023368686660458103,-0.02997702469713369,-0.007761982594127249,6.34518604244891e-05,-0.01842852784104652,0.013562490371337874,0.016572257077443944,-0.03174485602886505,0.0037214130172414832,0.01281524393105653,0.003012243196123628,0.014545376321819216,0.007041166208470309,-0.029636491261958418,-0.012254897158006851,-0.011028252412547797,-0.015583264300726724,0.02716928850636241,0.0009755131623685422,0.031876044874720844,0.004543576669953078,0.021864384060065044,-0.00891658847282677,0.0075681947498289995,0.009966572193668383,0.026402118180173746,0.009851819296326197,-0.009282846515947301,0.011932943849423778,-0.004918682063395709,0.018244382323178793,-0.0013734626701669124,-0.001533457267494551,-0.014548808567750683,0.018507099937446668,0.013084888788394353,-0.017376269641988594
0.013265430959141728,0.04113199196585401,0.0008372150222668839,0.03850485614124643,0.04709577595670445,0.019957137340073254,0.0738572091443609,-0.006106062096800349,-0.011654491254038165,0.005634706691248553,0.017535908556981686,0.018460390104158557,0.05358698444974229,0.02390286347843063,-0.008090361479126059,0.006286714726560635,-0.002201982710783145,0.004917029815464929,0.030074668715460363,0.03528780394425556,0.033452747779669674,-0.024406322175030623,0.025281047837063093,0.03863280226123725,0.032179643439707875,0.03454092480184088,0.057058066611239425,-0.010486582444469202,-0.007224966513886303,0.006835855594748736,0.02176642507965915,0.023061107976808257,0.02648891263785337,-0.052350109257837125,-0.010460244419529323,0.03459249522265348,-0.00973346087368007,0.06281241307770817,-0.00780337907110152,0.017598687229420734,-0.010121897726983116,0.03291979225454097,0.05490508061840306,0.020113013282676173,0.056156915554541255,0.024922961787065323,0.02696363064542329,0.006830784864037081,0.02594361176285919,0.04744352845371666,0.06661326620071073,0.04725388805624829,0.00977711329884045,-0.0209658943509944,0.06201973905788223,0.05645286015897252,-0.0217752994147626
0.016658358767247524,0.010838390226677938,0.01679698557587425,-0.025870630785226535,-0.01573738424440132,-0.010860317112374354,-0.006106062096800349,0.0325720839933344,0.027137638854364786,0.01798492174016431,-0.0009858783347783556,0.02409857169139972,-0.02692932047018944,-0.017298560415213677,-0.0027811903881196005,-0.0052631406546552505,0.01746963644825748,0.011151150395766283,0.015783358096403473,0.00041842408558039545,0.030876117295735618,0.03872770866307114,0.019926858769231,0.005712725301736323,-0.004672964282724158,0.013336023160398208,0.020394285619307416,-0.0068587915172315566,0.009317482386408164,0.00519852378238944,0.0024029147221557054,0.013201606955707067,-0.004383156315391622,-0.0205076533653481,0.010073754460691564,0.02296147881851231,-0.004597865921123743,0.0014446425025080919,0.030890311664051845,-0.007521413170979298,0.01858524606559822,0.023711848959909312,0.02352458582385886,0.00743565264390361,-0.010549449651101668,0.025289754866877904,0.0026205826028161145,0.029512893892429677,0.010076736983169524,0.01355421691715581,-0.014440489557097268,-0.00559544837478621,0.011697725736160612,-0.002232824427435283,-0.008080135643554514,-0.026093931974494795,0.023391612298133198
0.009122158831898746,0.00459352426271949,0.009200606601418995,-0.03323249852789391,-0.027220835218129284,-0.020514933099973286,-0.011654491254038165,0.027137638854364786,0.03687733933743437,0.025603905745366185,0.0007583803023600454,0.02146735960310126,-0.024885810112429647,-0.0017156088756524618,0.0011970081611192467,-0.01732042528887058,0.0073789816336403136,0.0036044059240050727,0.015625832769319222,-0.0018640679789251483,0.007836913168054885,0.03447029013520555,0.010905962421472523,0.001608257422834699,0.010456513236631052,0.010805662991658848,0.005091681300685005,0.007578570218238272,-0.011674307574371438,0.004489994932300945,0.0004048947664713275,-0.0012960770911858172,-0.006013028542361054,-0.004610191141394224,0.006009617087448189,0.02275708225654771,0.02187887788841299,-0.004643461586144669,0.04018349864235406,-0.027903417813460694,0.004029448569490391,0.0018667530395770457,0.02235892606818178,0.003049886142062952,-0.00176860876567791,0.006619052906489919,0.0041259379784309835,0.01390952568090094,-0.004237941707608234,0.012201379212862776,-0.024198304097280347,-0.003350908201896937,0.008933828438328562,0.006768217136163821,-0.015346550610852092,-0.029425182200063203,0.027892418097535555
0.0032956151380649223,-0.0015029230917414406,0.01541160151996299,-0.018229893409653433,-0.007936273730767586,-0.012554381452260416,0.005634706691248553,0.01798492174016431,0.025603905745366185,0.033010854523315133,0.005034714399086234,0.021914856609377947,0.0027613254732776326,-0.006609735659840123,0.023590664321506014,-0.0025930237656994013,0.002721366232918608,-0.0028199898647703024,0.01956080588016903,0.006734773582906938,0.022398723595149057,0.02962546344608781,0.02910579633918037,0.01696277855586569,0.021985654027253557,0.013638776456109603,0.01197612162716718,-0.006102240213677509,-0.015430111144433892,-0.016399937152796137,-0.0007132451131514327,0.010284574184351055,0.010450737467773693,-0.009025840135834854,0.0033904849211675555,0.0085064195864206,0.009327883408698284,0.00025490611515191876,0.041278057240825394,-0.039391401573244146,-0.004282620192983836,0.005087375019858772,0.03725071932639658,0.006577082973360071,-0.0033106313314585135,0.011361504545063128,-0.0018975093531939068,0.010434207060295153,0.0021377637295888,0.01292647914449488,-0.007132479760051786,0.007267002394970704,0.010167806087193147,0.0028884129019533127,0.01365289803638338,-0.021753598164640023,0.002081681210622145
