ticker,avg_yearly_returns,yearly_variance
BG,0.001196154638674174,0.034222702198864724
BGCP,0.13072330868527898,0.20888591996466618
BGG,0.014312607640653594,0.07961683577254003
BH,-0.10781940310951914,0.2150076442987774
BHB,-0.005924867706701115,0.07480667784591262
BHE,0.09268689745773713,0.08104174147628253
BHLB,0.036767582817056124,0.02799751109108195
BIG,-0.0025290834888070774,0.08411065381340933
BIIB,0.18205114498638889,0.12024724840641395
BIO,0.13551468565689487,0.02155966910532783
BIOL,-0.1587608885016038,0.3070802933779843
BIOS,0.17976964799178902,0.7139047793256847
BJRI,0.052736856963476166,0.10317698802274139
BKE,-0.08687211272365734,0.041710760505722116
BKH,0.09851904339312154,0.03743352382881428
BKS,-0.03417405182224352,0.15816694329514908
BLK,0.13424370047267828,0.059794975161816505
BLL,0.06943508122738477,0.07266622105490388
BLX,0.036850952034764975,0.05991371014825162
BMI,0.09645943768916687,0.07916660028179828
BMRC,0.11684143675198312,0.017107120901103622
BMRN,0.15554564086271935,0.05506648722437495
BMS,0.06295118100523475,0.0076778929788953966
BMY,0.08013432963787556,0.0720653901541679
BOH,0.07117542187280428,0.05098547058321622
BOKF,0.056327383896240334,0.04400746470045591
BOOM,0.23045297883183008,0.42280082735664015
BP,-0.01077316832030149,0.027678380833661757
BPOP,2.115681248195941,26.375222362359082
BRC,0.0572567030095623,0.07941881131497312
BRKL,0.07854224736385675,0.03505224413388059
BRKR,0.149784207061829,0.07146080358189696
BRKS,0.17286045579474357,0.09681669092626588
BRO,0.13782742971157802,0.021113403896440595
BRS,-0.23663694975398927,0.1719925513316214
BRT,0.10790166804492003,0.03857208731840127
BSET,0.20802249683788807,0.10651319937645576
BSRR,0.17076824803650262,0.055951451233394706
BSTC,0.23366068964271824,0.11867502610752893
BSX,0.33154126245042004,0.11802911119343633
BTU,-0.2734590040056986,0.04547574240702901
BUSE,0.38169446687859016,0.6546572328016244
BWA,-0.06998081977635259,0.04544853797211873
BXS,0.15222527888158258,0.09392081503629203
BYD,0.2106630863904742,0.1814465452161463
BZH,0.794144071703341,4.774943017968067
C,0.11592023680325972,0.061851520752439604
CAC,0.010693348275430389,0.01360628704130235
CACC,0.2544440942365894,0.0418703514279522
CACI,0.1501395058426751,0.02131036682981623
CAH,0.045258459456277586,0.09078193264738556
CAKE,0.067854791014328,0.05609860478928097
CAMP,0.3945368974516751,0.9211152099749821
CAR,0.24337239387152573,0.3388682766060169
CASH,0.289128629124424,0.31448525432475
CASS,0.11184137883625148,0.09271079133368626
CASY,0.14668485324813993,0.027225006402232087
CAT,0.0789102872597859,0.11253664477605131
CATO,-0.04557993357806982,0.0690051055696027
CATY,0.12749611136900008,0.03785722053284866
CBB,0.7255850881843203,4.380544996725404
CBK,0.010011830925248679,0.5495440332017182
CBL,-0.19341569634926112,0.11351813763082223
CBM,0.33373671588382087,0.22042424170151498
CBRL,0.20230641049903286,0.07648059336375322
CBSH,0.06843164399372864,0.03177960043144762
CBU,0.12940828072408814,0.07097450193560859
CCBG,0.1315189950619007,0.023114592703551765
CCF,0.3775861795146718,0.20169070221867436
CCI,0.1473302055125901,0.04831692942124924
CCL,0.06619104560099447,0.03191906632932446
CCMP,0.1290286468371882,0.08118974641440953
CCNE,0.05914206545739823,0.0439515673083014
CCOI,0.17393402979211617,0.08748622209572016
CCRN,0.11042590242403007,0.22517465734066724
CDE,0.03664135135088299,1.2057203262793224
CDR,-0.021344815551400085,0.054492484325572965
CECE,0.18703664606555095,0.3582395005113344
CECO,0.24396174043866806,0.649333638524889
CENX,0.32605712116318664,0.7863913014368654
CERN,0.0032506155132383053,0.07289370202382887
CERS,0.1495430661873607,0.2011063483585457
CETV,-0.06589257040962145,0.16243817523846804
CEVA,0.028812890211851357,0.16044143877027098
CFFI,0.12279570359853222,0.04289624426677766
CFFN,0.021442194820940043,0.024855877946516735
CFR,0.0886730279769293,0.05770311572241729
CGNX,0.05717066600676385,0.17083060099173605
CHCO,0.11420006213121082,0.043398057399121975
CHD,0.08880158218933411,0.06671105621335706
CHDN,0.25363069761672674,0.04308319488897026
CHE,0.277657033460782,0.02912692223870488
CHFC,0.11171439912421989,0.08449391056817346
CHKP,0.10947163815264392,0.024507675084128756
CHRW,0.03557674586787969,0.03564286874669234
CI,0.26181597140181784,0.07385720914436093
CIA,-0.027326720192878868,0.04181351490279714
CIDM,0.46029071318541304,3.1080472368574115
CIR,0.040655186327842485,0.31111009609616064
CIX,-0.005405085318409261,0.03891827942523406
CKH,-0.09923557533444612,0.05969657437586684
CL,-0.03819756070177419,0.03821103089586299
CLCT,0.05719556634568442,0.2128175272379985
CLDX,0.25137904996008675,1.6329366149785312
CLGX,0.19358077711244204,0.17513675967404577
CLH,-0.028697082415282713,0.03612365956322242
CMA,0.18257238079478724,0.11047360691185514
CMC,0.04370211241487883,0.10337536753908892
CME,0.10240004987156426,0.18146687243692985
CMI,0.09853136919923407,0.11198929709127975
CMO,-0.0728654601992257,0.024473660870114933
CMP,-0.05847926528891787,0.03391014045257223
CMS,0.12058633273977702,0.008156367212212542
CMTL,0.03414887549323677,0.17781670374437478
CNA,0.09287828759384957,0.05976696658409636
CNBKA,0.1397332038053473,0.03435742685793007
CNMD,0.14324790284491057,0.0334402505086717
CNO,0.17647929262920864,0.15449592590803105
CNOB,0.12640272454084142,0.09358551897140972
CNP,0.05891176905979549,0.034129266353941624
COF,0.09638367967681823,0.04770170908287333
COG,-0.1219930507422269,0.08275259542137106
COHR,0.2568099153287656,0.4226216187850305
COHU,0.061192852223112756,0.06978037998004642
COKE,0.21282165113472615,0.15463607916168778
COLB,0.10880461138918415,0.06540835442155156
COLM,0.12156112933920062,0.0736298026695356
CONN,0.5056417087143773,1.24669121655576
COO,0.20747470409025276,0.03257208399333441
COP,-0.010971096035920617,0.03536822836873149
COST,0.13236106230942415,0.00474950255983754
CPB,0.019496489088051714,0.04206336027505411
CPE,0.10773749247045994,0.22145078765686474
CPF,0.10879501144200983,0.04655833426333344
CPK,0.09804974105933782,0.023837066436073428
CPSI,-0.062186052811081395,0.06873355917754732
CPSS,0.6173606435156944,3.102321028783559
CPST,-0.009029097625120759,0.24368376893658483
CPT,0.05396132854555148,0.0214639746278578
CR,0.0880188682488254,0.09099980755395594
CRAI,0.17382851144749775,0.20771046682128583
CRAY,0.278342003242527,0.3486288917253548
CREE,0.1673905603329801,0.18974716093666158
CRI,0.12511744097986172,0.060771879474832334
CRIS,-0.21764952404573523,0.34526408399732816
CRMT,0.1514727176554437,0.15521940189315134
CRR,-0.32637514181483546,0.1601098602775966
CRS,-0.022077353204464696,0.08417843291771955
CRVL,0.044314818937569646,0.05488348079026992
CRZO,-0.021610648515879533,0.2952282980581678
CSCO,0.13080933130598163,0.010479045901733708
CSFL,0.19438470160591242,0.06602702204805266
CSGP,0.2959049801476573,0.1464079582620099
CSGS,0.15143607073306495,0.10810812391568508
CSL,0.123670563291651,0.03037308218001487
CSV,0.23697284306278116,0.2411943790050031
CSWC,-0.08289434379694016,0.15182702803872358
CSX,0.1975017260108587,0.08815845758673269
CTB,0.15139869020521682,0.10813923785365154
CTBI,0.05767301092191696,0.06027909814804311
CTG,-0.12456518385512012,0.08422315219075212
CTIC,-0.21480056383838336,0.20308106708995374
CTL,-0.1051587857816748,0.04522215002790444
CTO,0.11563575053603202,0.05092072162379466
CTSH,0.028243189148888938,0.07401376027740043
CTWS,0.13942135426559138,0.02603099205254893
CTXS,0.07341051374032025,0.010842736253681972
CUB,0.02815357266495661,0.012870179781010032
CUI,3.8571596871586102,112.44984380106764
CUZ,0.03574382217630929,0.03187754345597574
CVA,0.013132369930800069,0.050860362995622826
CVBF,0.12167639368987777,0.0725097173301425
CVCO,0.19933234313229933,0.045519613338000954
CVGW,0.174281287893646,0.058260518197755906
CVS,0.08870535989686043,0.06041383111071763
CVX,0.010131171049354907,0.030847339960646272
CW,0.19878542552938808,0.13141658175288654
CWCO,0.08326061204416926,0.13223928710072538
CWST,0.32789197977822926,0.28695679273315255
CWT,0.15514121027053734,0.039267486049832566
CXW,0.014800989610263512,0.11132316750277314
CYTR,1.3101279121173568,6.459812753505052
CYTX,0.5520873303662622,8.123074102835096
CZNC,0.04296177586586437,0.01167966721205624
DAR,0.08354593562833505,0.07876127697199872
DAVE,0.031243447759505192,0.33132566859077367
DBD,-0.19826602134945195,0.10323471880271266
DCI,-0.012040563894471914,0.12080803112578413
DCO,0.20326955907536942,0.1527877855987761
DCOM,0.04244105990579202,0.017474711456969622
DDD,0.3119093265507594,1.3099617798097054
DE,0.1083941015017783,0.057113461550541735
DECK,0.1993312333747413,0.30869640457779923
DENN,0.23872762028251207,0.03687733933743436
DEST,-0.18410204879002115,0.1262385347620546
DF,-0.05342354151446808,0.1602902203447316
DGICA,-0.0030074693007703496,0.023474206902154297
DGX,0.05686810773968518,0.02995578724921542
DHI,0.20424754492305683,0.15505827872129588
DHIL,0.14287589198636952,0.11089548113989739
DHR,0.12112226335083164,0.02232646857875481
DIN,0.10463121172694032,0.1010037591361041
DIOD,0.06879827722189398,0.03572463505228904
DIS,0.16822714879438597,0.03699920234000729
DISH,0.03441831865944485,0.12777961248139505
DJCO,0.27417802189177254,0.16781614878276807
DKS,0.02385339072375962,0.1185661137485459
DLTR,0.05715243516336786,0.10712249714732347
DLX,0.1336999066836662,0.131609878798704
DMRC,-0.0032265748608258133,0.11616394907939298
DNR,-0.14772084722065695,0.26271172020739303
DO,-0.19432420744556927,0.06023767673610125
DORM,0.161976890834834,0.1085185227864855
DOV,0.07984634003385607,0.0728072644328928
DOX,0.1117941821420317,0.011729218401642684
DRE,0.11076122447382818,0.019770408350401062
DRI,0.11614642435821455,0.012854113814300287
DRQ,-0.0815952379308931,0.08599793673616864
DSPG,0.14089318161185602,0.08684281681154715
DUK,0.3165186554235042,0.4898722895111644
DVA,-0.01874271012026037,0.08571240759730524
DVN,-0.09326477202620269,0.10786202561363349
DWSN,0.07954137726861539,0.4765838346041626
DX,-0.05577892621931378,0.016224378103528895
DXLG,-0.021913049356296517,0.10202834283124662
DXPE,0.14059230153664906,0.45468227820897766
DY,0.2237485156823587,0.21441930299068668
EA,0.2846911219468055,0.2247990354418338
EAT,0.09357547831711611,0.05942498092885214
EBAY,0.04424392929386214,0.13777772954344078
EBF,0.06521199741278524,0.046698925256436236
EBIX,0.19912517283318684,0.2759524863929093
ECPG,0.08099237052242567,0.16923698332525886
ED,0.03656180611801265,0.01634034149442091
EE,0.056447436352068385,0.01757556090193355
EFII,0.1377447231527855,0.1847389482875679
EFSC,0.1671981269159076,0.09858997379559435
EGAN,0.22732642022019306,0.744165638329497
EGBN,0.20443676457884027,0.05962709861831287
EGHT,0.3223338902832635,0.20204948586272942
EGOV,0.025824955216481284,0.09723693428535142
EGP,0.11450039322727266,0.022478770752199728
EGY,-0.0894132526614555,0.2843053450394976
EIX,0.06427156990832779,0.04012980293022462
EL,0.06777016504494213,0.11834224579941953
ELGX,-0.1952105990910919,0.1426474981037488
ELS,0.09012788724047346,0.08153426341497098
ELY,0.14780503031036935,0.014973981698437703
EMCI,0.08187646093072895,0.03639856472878766
EMN,0.11506892301480098,0.09050427828548396
EMR,0.045280253155087165,0.043920591732308285
ENDP,-0.008540282790865904,0.5504191393777592
ENTG,0.19345710244295017,0.0717019877433082
ENZ,0.11743446668036377,0.16608853403808357
EOG,0.025151492517857758,0.10642985657835534
EPAY,0.3271556526516343,0.44930301588219557
EPM,0.07016204723343847,0.29254766095821433
EPR,0.05650614094708538,0.012877264372921705
EQIX,0.23984403271923993,0.16043724333144252
EQT,-0.023619609224201605,0.10006721391938318
ERIE,0.08388976699380839,0.013411745809474325
ES,0.0887394247212728,0.009420973260660744
ESCA,0.202138015966636,0.2226451485403487
ESE,0.13285768831947029,0.05332835316942978
ESGR,0.08516198135159332,0.026788927223164855
ESIO,0.31285296610509733,1.0403784500032345
ESL,0.14639042407617456,0.11242889943996652
ESS,0.08940965647557346,0.02998330984193412
ETM,0.03172350121836309,0.11739836413156661
ETR,0.034860470343143095,0.037193135297191524
EV,0.0916035130407928,0.09250398785027038
EVC,0.47675787644242024,0.8525856716216111
EW,0.18143331787900216,0.19070093212370998
EWBC,0.13463051526780467,0.06801141462882314
EXAS,0.6525081386199593,1.3070104520750567
EXC,0.031465417888581204,0.06667773512781731
EXEL,0.6678325575856494,1.613345107619777
EXP,0.22663720707124504,0.31594928438307196
F,-0.03219202777619447,0.03648925177834142
FARM,0.22044237223956148,0.1552207744133407
FARO,0.03915735597881763,0.14320300775309008
FAST,0.022772370398146672,0.012451014550052542
FBC,5.259784164086573,187.51942359877657
FBNC,0.16977869170509272,0.03286597799036684
FBP,0.23687423467297242,0.2891514496787215
FC,0.15386714603947385,0.06330130061774114
FCBC,0.1498769724242916,0.05717617734458211
FCF,0.13889118003111295,0.06469718399212655
FCFS,0.13623299190836796,0.07560441222303009
FCN,0.0818688817608277,0.06940679761241487
FCX,-0.025062067555281137,0.33741301363777293
FDEF,0.2048212228716781,0.03301085452331514
FDS,0.12340618152308754,0.013113580921898717
FDX,0.13244773469116586,0.09347883148357955
FELE,0.02606103972830624,0.09701711475714281
FFBC,0.06458061708679784,0.06692401717732317
FFG,0.24632943863851262,0.11326173726705462
FFIC,0.09269243036669902,0.04789472587306636
FFIN,0.1420958362617814,0.15556905245295957
FHN,0.0887506002956334,0.05596228379556429
FICO,0.2582604987768052,0.01201825907600691
FII,0.09810732783794021,0.05869785366474899
FIS,0.21756811619099348,0.03136813029395543
FISI,0.0722127830624831,0.030518387887433718
FISV,0.14969662643072437,0.03804686186728267
FITB,0.10446511628411488,0.050973489042434234
FIX,0.23720025617905588,0.08202411047590984
FIZZ,0.3085873935154329,0.23795479749017198
FL,0.13719095184309632,0.0557778090336536
FLIC,-0.014108502337402335,0.07417088052218916
FLIR,0.08453615947159855,0.04125630632898406
FLO,-0.0030646018026858762,0.014464560385286774
FLR,-0.03892234642853766,0.06579002893925351
FLS,-0.09488170103005522,0.09195813690180289
FLXS,0.1439847421039433,0.1637410673110705
FMBI,0.10898284107599833,0.04763873215846551
FMC,0.04125368233786826,0.17616329199274516
FNB,-0.011229905343244861,0.032465635115814795
FNHC,0.44634109203861533,0.4881871032421537
FNLC,0.09605309783542493,0.062093759324599866
FNSR,0.11204292466454238,0.2662943269497857
FOE,0.326952757596831,0.6466851773933845
FORM,0.16887579579143172,0.0530189018209409
FOSL,0.08069769313311466,0.34598742976512264
FOX,0.16421644815038708,0.05744304294995315
FOXA,0.16777179946803897,0.061839939153499224
FRBK,0.2550327065449365,0.15265446917846
FRME,0.24866777156774428,0.10736138970958815
FRO,0.12292100574534762,0.39222617954656136
FRT,0.04363135596602157,0.02123198852310097
FSS,0.2782541306914906,0.14217268013934262
FSTR,0.05862351943011328,0.30841980903364036
FTI,-0.10858863072378624,0.05934833735439395
FTR,-0.16034998206327009,0.13376665983403302
FULT,0.07929026513524304,0.05445469430647573
FVE,-0.14435490353463148,0.1703132821170745
FWRD,0.0803294004012538,0.018871699393274228
GABC,0.09219839203538917,0.09624186331415852
GAIA,0.24048525942273047,0.19548194461469923
GALT,0.735176547404995,2.147003176556875
GBL,-0.03924713502984857,0.16514511195772694
GBX,0.17793069499366188,0.29041211962693364
GCI,-0.02167052123494338,0.1872069860411258
GCO,-0.015065737340482983,0.0870352399758038
GD,0.14527694965950982,0.056409043090729354
GDP,-0.20734859952507886,0.49104427300121795
GE,-0.05665927520773687,0.11407321447154824
GEF,0.013494666200212184,0.14086186091426825
GERN,0.17691094247225878,0.982851764571777
GES,-0.01882855405725197,0.08582458856669722
GFF,0.06163729655803096,0.11471188021986517
GGG,0.03765743228704856,0.08895636463542438
GIFI,-0.15440554351704763,0.06162030520576319
GIII,0.1302688200728152,0.3147509477702473
GILD,0.09491993505869423,0.11679805901967122
GIS,0.010145312316513142,0.031896739040739856
GLAD,0.004734875529782702,0.030023624169183832
GLNG,-0.050196441787263006,0.11934526035457073
GLT,0.009235045654026488,0.13504821222272767
GLW,0.1428383790202725,0.05962007053554097
GME,-0.030403134931200764,0.19517237241043894
GNTX,0.08086087619708562,0.1165672982566739
GOLD,-0.02032005225534527,0.05076086901424815
GPC,0.07127327684845505,0.030431244686951242
GPI,0.014347793129517838,0.03943141050559473
GPK,0.16954464211084766,0.09487952842937188
GPOR,-0.1246804847336094,0.17146396358224777
GPS,0.10412181864656929,0.15013949523650622
GPX,0.04114256015351513,0.12731056044938882
GRA,0.07098891758231113,0.07204796753625463
GRC,0.015458331284078225,0.011675496252499197
GRIF,0.05958838171514552,0.03306337204566242
GRMN,0.08417733847818869,0.0394349767869823
GS,0.1120878730838204,0.07612597978293766
GT,0.08968144556377584,0.10654797428572078
GTN,0.8678079447878811,4.334485280774925
GTY,0.12224031668539977,0.03923639204882255
GVA,0.09633386785025855,0.05934129715289957
GWW,0.06527694741050936,0.023088165052277548
HA,0.3708988332466682,0.4861305238650491
HAE,0.0958784962728172,0.10858865275603287
HAIN,-0.026542675256731492,0.1990734535066733
HAL,0.018590544296248474,0.1382132631118096
HALL,0.06577416519943373,0.0357517391938652
HAS,0.15203574431998956,0.03821118379331268
HBIO,-0.018424398911836577,0.039972665193064146
HBNC,0.04636146277981929,0.018495948295918035
HCC,0.16392739385807428,0.026083194205742132
HCP,-0.0459334269086432,0.026999488419059955
HCSG,0.13383103401286497,0.037529074079468684
HE,0.048939219561171476,0.019478094856400754
HEI,0.12604085558216166,0.057364886842409
HELE,0.24026297573093866,0.041976104540848935
HES,-0.01924195750924979,0.0979990357068478
HFC,0.16705474835780795,0.17878157260647862
HFWA,0.13216601282644388,0.018716168284133607
HHS,-0.32689123173501694,0.12545529568088756
HIBB,-0.11119672860645236,0.09827652639620783
HIFS,0.24704949507963875,0.052491243622635346
HIG,0.1670347684269396,0.06173494555644838
HIW,0.04352736760146455,0.02451742062268221
HLIT,0.015217754807474252,0.07605989813454998
HLX,-0.028988459880296854,0.20594484328006887
HMN,0.1732708061233653,0.0691113644879034
HMSY,0.03578084964489679,0.150234376191714
HNI,0.07851036649963494,0.11277603444871576
HNRG,-0.0003958733099607307,0.2671996379475071
HOFT,0.15297433723999435,0.09295173079035457
HOG,0.01225736904502957,0.08801348144385006
HOLX,0.12884281032275807,0.02492835143723394
HON,0.1478648803232431,0.03029419427950437
HOV,0.3776456289305178,2.3190038801100266
HP,-0.0005490134055687799,0.10050836370058398
HPQ,0.11575431441245287,0.30620125895826944
HPT,0.010806045745106935,0.027064658068512035
HR,0.06755880161610377,0.026472462859999223
HRB,0.08492885159799146,0.06493176041920247
HRC,0.15815178988734063,0.053364733205256865
HRTX,3.340887841197393,57.203434724570734
HSC,0.07424791498553669,0.19142015588832187
HSIC,0.07351159235852046,0.09147508421307199
HSII,0.06573145228890243,0.04585492990323318
HST,0.03652624332520739,0.05171101942758577
HSY,0.08937284294151626,0.025142817567129758
HT,0.3260392658665036,0.6113830614261451
HTLD,0.07292523063714132,0.09987188272814389
HTLF,0.18379128760463534,0.0946993643567076
HUBG,0.03166247347706268,0.041563948978319165
HUM,0.19740197812429025,0.051963771292254296
HURC,0.09435840044796931,0.05180303384412468
HWKN,0.2088825308808079,0.31780950975166095
HZO,0.19391444069572902,0.11438069419213485
IART,0.08872858489534165,0.06655201700813815
IBKC,0.05738577753141949,0.06862762468276973
IBM,-0.06046444867140781,0.024517449833990217
IBOC,0.11145320209247829,0.08406618627714103
ICON,-0.1835460086408143,0.47750228297489067
ICUI,0.26846111559175856,0.027050826283327098
IDRA,0.3701380719198269,2.7506663539713663
IDT,0.042121050696751,0.272797241273631
IDXX,0.18969623591904608,0.12337559154430873
IEX,0.19914872821617738,0.054718904300039756
IFF,0.14652055285033322,0.025094527182840377
IHC,0.23283540736390945,0.030288714131310398
IIVI,0.12937564497816462,0.14489286253096287
ILMN,0.4524066696213716,0.21276527545601553
IMKTA,0.11574594311185872,0.09132267205074367
IMMR,0.10712054176174293,0.07908487436337587
IMMU,0.519538513972815,1.7312792070539282
INAP,1.1190271175070994,12.649416538025505
INCY,0.3678265572151224,0.6237615773880322
INDB,0.1526482172011476,0.04300160916233811
INFI,0.18066005928028378,1.7186807167925127
INGR,0.10039235093098162,0.04757633217116349
INO,0.9085353247063693,3.5962459905563153
INSM,0.4609431544007925,0.7202114156626708
INSY,0.3548866258816101,2.9115894127797115
INT,-0.08181636450889937,0.04378713433210799
INTC,0.10731894016495884,0.04005747849142726
INTL,0.08504225138294173,0.0810140161566049
INTU,0.21127496157339362,0.011417775037514677
IO,1.5125316652457081,16.92856504432512
IOSP,0.12219600383406252,0.03295714611836421
IPAR,0.26285151453182815,0.1265066930535905
IPG,0.12914458933962955,0.048541002613337554
IR,0.17948850900130475,0.05233981725972279
IRET,-0.04780419535654241,0.01585841365278266
IRM,0.021433766814040404,0.04282481712953499
ISCA,0.07748817882463246,0.011056530906600297
ISRG,0.031536952916879656,0.08052854426990681
ISRL,0.05065027392779585,0.05653448190000046
ISSC,0.034118150843602806,0.29215183659484845
IT,0.2048365081191971,0.027285188645522426
ITG,0.22458386442036696,0.26482303408945956
ITRI,0.07925509753520936,0.11897838720403425
ITT,0.16905166864725282,0.11362462902943955
ITW,0.16512685520839882,0.05391907145916874
IVAC,0.031054726847178447,0.2518867593069795
IVC,-0.0753506002654882,0.15022792943093513
IVZ,0.017235080207022295,0.09559151833037172
JACK,0.24831949969666844,0.13872039939315822
